tema|dificultad|enunciado|alternativa1|alternativa2|alternativa3|alternativa4|alternativa5|claveCorrecta|explicacion|origen
Razonamiento Verbal|MEDIA|Elija el término que corresponde exactamente a la definición: 'Propenso a concebir sospechas o a tener desconfianza de las personas o cosas'.|Suspicaz|Perspicaz|Audaz|Sagaz|Veraz|0|'Suspicaz' califica a la persona inclinada a sospechar o desconfiar. 'Perspicaz' se refiere a la agudeza visual o mental.|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija la opción que presenta la misma relación analógica: EPÍLOGO : LIBRO ::|Peroración : Discurso|Prólogo : Novela|Escena : Obra|Pintura : Marco|Conclusión : Premisa|0|La relación es de sección final a la totalidad textual: el epílogo cierra formalmente un libro, de la misma manera que la peroración es la parte final y conclusiva de un discurso.|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija el antónimo contextual de la palabra entre comillas: Sus declaraciones 'ambiguas' provocaron confusión en el auditorio.|unívocas|extensas|complejas|misteriosas|sutiles|0|Un mensaje 'ambiguo' puede entenderse de varias maneras; su antónimo es 'unívoco', que admite un solo significado bien definido.|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija los conectores lógicos que devuelven la cohesión al enunciado: El candidato no logró convencer al jurado, ______ su discurso carecía de rigor académico; ______, la comisión decidió otorgar el premio a su competidor.|puesto que - por consiguiente|aunque - sin embargo|si bien - por lo tanto|ya que - no obstante|a pesar de que - es decir|0|El conector 'puesto que' expresa la causa del fracaso del candidato, mientras que 'por consiguiente' introduce la deducción o consecuencia inevitable tomadas por la comisión.|IA_APROBADA
Razonamiento Verbal|MEDIA|Elija el enunciado que completa coherentemente el texto: (I) La fotosíntesis es el proceso mediante el cual las plantas convierten energía solar en energía química. (II) Para ello, absorben agua del suelo y dióxido de carbono de la atmósfera. (III) __________________________. (IV) Como resultado de esta reacción, se libera oxígeno al ambiente.|Gracias a la clorofila, captan la luz y transforman estos compuestos en glucosa|Las plantas carnívoras consumen insectos para obtener nitrógeno|El proceso de respiración celular ocurre de manera inversa por la noche|La deforestación reduce severamente la cantidad de árboles en el planeta|Los minerales son transportados a través del xilema hacia las raíces|0|El enunciado seleccionado continúa la explicación del proceso químico y biológico, detallando la transformación de la luz y nutrientes en glucosa antes del producto final mencionado en IV.|IA_APROBADA
Razonamiento Verbal|MEDIA|Determine la secuencia correcta para mantener la coherencia y cohesión del texto: (I) Sin embargo, esta tecnología exige regulaciones éticas estrictas. (II) La inteligencia artificial ha transformado diversos sectores productivos. (III) Por ejemplo, en la medicina permite diagnósticos más precisos y veloces. (IV) De no establecerse límites, se podrían vulnerar derechos fundamentales.|II - III - I - IV|III - II - I - IV|II - I - III - IV|I - IV - II - III|IV - I - II - III|0|Se inicia con la presentación general del impacto de la IA (II), se ejemplifica en la medicina (III), se introduce la objeción ética mediante el conector adversativo (I) y se cierra con el riesgo de no regularla (IV).|IA_APROBADA
Razonamiento Verbal|DIFICIL|Lea el siguiente texto y responda: 'La contaminación por microplásticos en los océanos no solo entraña un peligro mecánico para la fauna marina por ingesta directa, sino que actúa como vector de contaminantes químicos lipofílicos. Al ser consumidos por el zooplancton y peces pequeños, estos tóxicos se bioacumulan y biomagnifican a través de la cadena trófica hasta alcanzar a los depredadores superiores.' Se infiere válidamente del texto que la presencia de microplásticos en el mar:|afecta exclusivamente a las especies de invertebrados de menor tamaño.|carece de repercusiones químicas en los organismos marinos que los ingieren.|posee el potencial de impactar en la salud humana mediante el consumo de recursos marinos.|se resuelve espontáneamente debido a la capacidad de filtración del agua marina.|impide de forma absoluta la fotosíntesis de las algas microscópicas superficiales.|2|Si los contaminantes se biomagnifican en la red trófica hasta los depredadores superiores, se deduce de manera lógica que el ser humano (depredador final de fauna marina) está expuesto al impacto de dichos tóxicos.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Lea el texto y responda la pregunta: 'De acuerdo con los modelos climáticos vigentes, un incremento de 2 °C en la temperatura media global provocará un estrés hídrico severo en las cuencas altoandinas, disminuyendo en un 35% la disponibilidad de agua dulce para la agricultura de subsistencia hacia el año 2050.' Si se lograse desarrollar una tecnología económica y sostenible para la desalinización masiva y el trasvase eficiente de agua hacia zonas de elevada altitud, entonces probablemente:|el ascenso de la temperatura global se detendría de manera inmediata y definitiva.|los severos impactos socioeconómicos previstos para la agricultura de subsistencia podrían mitigarse.|la agricultura en las regiones andinas pasaría a ser totalmente prescindible para la economía.|los modelos meteorológicos sobre el calentamiento global quedarían invalidados teóricamente.|las cuencas altoandinas recuperarían instantáneamente toda su cobertura glaciar perdida.|1|La extrapolación plantea una solución técnica directa a la causa del problema (falta de agua en zonas altas); por tanto, la consecuencia negativa proyectada (impacto socioeconómico en la agricultura de subsistencia) se reduciría o paliaría.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Lea el fragmento y responda: 'En la filosofía de la ciencia, el falibilismo postula que todo conocimiento empírico es provisorio y sujeto a revisión. Lejos de constituir un escepticismo radical que niegue la posibilidad de la verdad, se trata de la constatación de nuestras limitaciones cognitivas. En consecuencia, cualquier enunciado científico debe estar sometido a un riguroso escrutinio y a la permanente contrastación con la experiencia.' En el texto, la palabra ESCRUTINIO connota:|recuento público de sufragios en un proceso electoral.|evaluación crítica sistemática y examen exhaustivo.|adhesión dogmática a principios metodológicos tradicionales.|rechazo a priori de cualquier hipótesis innovadora.|acumulación pasiva de observaciones empíricas no comprobadas.|1|En el marco epistemológico de la contrastación teórica, 'escrutinio' remite al examen detallado, riguroso y crítico al que se someten las hipótesis frente a las evidencias.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Lea el texto y responda: 'La paradoja de Fermi cuestiona la ausencia de señales de vida inteligente dada la inmensidad del universo y la probabilidad matemática de su existencia. Una de las respuestas teóricas es la hipótesis del Gran Filtro, según la cual existen barreras evolutivas o tecnológicas sumamente difíciles de superar para cualquier especie antes de lograr la expansión galáctica. Este filtro podría situarse en el pasado (origen de la vida) o en el futuro (autodestrucción tecnológica).' ¿Cuál es el mejor resumen del fragmento?|La paradoja de Fermi demuestra que la vida en el universo es un fenómeno exclusivo del planeta Tierra.|El Gran Filtro sostiene que todas las civilizaciones del universo están condenadas a la autodestrucción atómica.|Ante la falta de evidencia de civilizaciones extraterrestres (paradoja de Fermi), la hipótesis del Gran Filtro plantea la existencia de barreras evolutivas críticas.|La inmensidad del cosmos garantiza que la humanidad superará sus limitaciones tecnológicas en el futuro cercano.|Las probabilidades matemáticas de existencia de vida inteligente quedan anuladas por los cataclismos planetarios.|2|El resumen sintetiza de forma precisa la paradoja planteada (ausencia de evidencias) y la solución teórica desarrollada en el texto (la hipótesis de los obstáculos o Gran Filtro).|IA_APROBADA
Razonamiento Verbal|DIFICIL|En la elaboración de un mapa conceptual sobre la 'Estructura de la Tabla Periódica', se colocan los siguientes nodos jerárquicos: Concepto central: TABLA PERIÓDICA DE LOS ELEMENTOS. Subnodo 1: PERIODOS. Contenido descriptivo: Filas horizontales que indican el número de niveles energéticos de un átomo. ¿Qué verbo o frase de enlace resulta sintáctica y semánticamente más adecuado para conectar el subnodo 'PERIODOS' con su contenido descriptivo?|son clasificados por|se componen únicamente de|se definen como|son antecedidos por|se derivan formalmente en|2|En la construcción de mapas conceptuales, la relación entre un concepto/nodo y la proposición que explica su esencia formal requiere el nexo explicativo o categorial 'se definen como'.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Elija el término que corresponde estrictamente a la definición jurídica: 'Dicho de un contrato o de una obligación: Dejarlo sin efecto mediante la voluntad de las partes o por resolución judicial'.|Rescindir|Prorrogar|Ratificar|Coadyuvar|Sucumbir|0|'Rescindir' es la voz de precisión léxica con que se designa el acto jurídico de anular o dejar sin efecto un contrato.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Identifique el par analógico que presenta la misma relación lógico-semántica: AXIOMA : DEMOSTRACIÓN ::|Dogma : Discusión|Hipótesis : Experimentación|Premisa : Conclusión|Teoría : Verificación|Ley : Promulgación|0|Un axioma es una proposición tenida por evidente que no requiere ni acepta demostración dentro de un sistema lógico; del mismo modo, un dogma es un principio doctrinal absoluto que no admite discusión.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Seleccione la opción de mayor precisión léxica para reemplazar el verbo entre comillas: El parlamento decidió 'quitar' formalmente la ley que regulaba las importaciones arancelarias.|derogar|ocultar|anular|suspender|modificar|0|En el ámbito legislativo, el término formal y preciso para dejar sin efecto una ley o norma jurídica es 'derogar'.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Determine el antónimo contextual de la palabra entre comillas: Su actitud 'pusilánime' ante las presiones de los grupos de poder decepcionó a sus votantes.|denodada|cauta|sumisa|vacilante|indiferente|0|'Pusilánime' califica a quien carece de valor o ánimo; su antónimo preciso es 'denodada', que indica intrepidez, valentía y esfuerzo resuelto.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Elija la oración que debe ser eliminada por impertinencia temática: (I) El falsacionismo popperiano sostiene que una teoría científica nunca puede ser verificada inductivamente de forma definitiva. (II) Para Karl Popper, la ciencia avanza mediante el descarte sistemático de hipótesis refutadas. (III) Una proposición posee carácter científico solo si es susceptible de ser falsada empíricamente. (IV) Thomas Kuhn propuso una visión alternativa de la ciencia basada en paradigmas y revoluciones. (V) Por ende, la refutabilidad constituye el criterio popperiano de demarcación.|IV|I|II|III|V|0|Las oraciones I, II, III y V exponen la teoría falsacionista de Karl Popper. La IV introduce el paradigma de Thomas Kuhn, lo cual distorsiona la unidad temática sobre la propuesta popperiana.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Texto: 'La paradoja de Fermi cuestiona por qué, dada la inmensidad del universo observable y la alta probabilidad estadística de existencia de vida inteligente, aún no hemos hallado prueba alguna de su presencia.' Del texto se infiere válidamente que:|Existe una contradicción entre las estimaciones probabilísticas y la ausencia de evidencia empírica.|Es imposible por leyes físicas que existan civilizaciones más allá de nuestro sistema solar.|Las misiones espaciales contemporáneas han demostrado de forma concluyente la soledad humana.|La paradoja liquida definitivamente el debate sobre la validez de la ciencia estadística.|La probabilidad matemática de vida inteligente es insignificante frente a la extensión cósmica.|0|El texto plantea una 'paradoja' precisamente porque hay una discrepancia (contradicción) entre lo que sugiere la teoría probabilística y lo constatado por la observación empírica.|IA_APROBADA
Razonamiento Verbal|DIFICIL|Texto: 'Si la neuroplasticidad permite al cerebro reestructurar sus conexiones neuronales en respuesta a la estimulación cognitiva, la inactividad mental continuada contribuye al atrofiamiento prematuro de dichas redes.' Si se sintetizara un fármaco capaz de mantener la neuroplasticidad en nivel óptimo sin requerir esfuerzo mental, se extrapolaría que:|Se podría mitigar el deterioro cognitivo asociado al sedentarismo intelectual mediante vía farmacológica.|La educación formal y el entrenamiento del pensamiento perderían por completo su utilidad histórica.|Las células neuronales dejarían de necesitar glucosa y oxígeno para llevar a cabo la sinapsis.|Cualquier patología neurológica de origen genético quedaría erradicada de la población.|El tejido cerebral perdería completamente la capacidad de adaptarse a nuevos estímulos externos.|0|Si la inactividad mental degrada el tejido debido a la pérdida de neuroplasticidad, un fármaco que preserve dicha plasticidad artificialmente neutralizaría las consecuencias negativas del sedentarismo intelectual.|IA_APROBADA
Trigonometría|FACIL|Convertir 45 grados sexagesimales a radianes.|\pi/2 rad|\pi/3 rad|\pi/4 rad|\pi/6 rad|\pi/5 rad|2|Para convertir grados sexagesimales a radianes se multiplica por \pi/180°. Así, 45° \times (\pi/180°) = \pi/4 rad.|IA_APROBADA
Trigonometría|FACIL|En un triángulo rectángulo, los catetos miden 3 cm y 4 cm. Calcule el seno del menor ángulo agudo.|3/5|4/5|3/4|4/3|5/3|0|Por el teorema de Pitágoras, la hipotenusa mide 5 cm. El menor ángulo agudo se opone al menor cateto (3 cm). Por lo tanto, \sin(\theta) = 3/5.|IA_APROBADA
Trigonometría|FACIL|El punto P(-3, 4) pertenece al lado final de un ángulo \theta en posición normal. Halle \tan(\theta).|-4/3text{}|-3/4text{}|4/5|-3/5text{}|3/4|0|Para un punto P(x, y) en el lado final, \tan(\theta) = y/x. Con x = -3 e y = 4, se obtiene \tan(\theta) = -4/3.|IA_APROBADA
Trigonometría|FACIL|Simplifique la siguiente expresión trigonométrica: E = \sin^2(x) + \cos^2(x) + \tan^2(x).|\csc^2(x)|\sec^2(x)|\cot^2(x)|1|2|1|Por la identidad pitagórica, \sin^2(x) + \cos^2(x) = 1. Luego, E = 1 + \tan^2(x), lo cual equivale por identidad pitagórica a \sec^2(x).|IA_APROBADA
Trigonometría|FACIL|En la circunferencia trigonométrica, ¿cuál es el valor máximo que adopta la función seno?|0|1/2|1|2|\pi|2|El radio de la circunferencia trigonométrica es 1, por lo que la ordenada (seno) varía entre -1 y 1, siendo 1 su valor máximo.|IA_APROBADA
Trigonometría|FACIL|Si S y C representan la medida de un mismo ángulo en los sistemas sexagesimal y centesimal respectivamente, y se cumple que C - S = 4, halle la medida de dicho ángulo en radianes.|\pi/5 rad|\pi/4 rad|\pi/2 rad|\pi/10 rad|2\pi/5 rad|0|Usando la relación S = 9k y C = 10k, tenemos C - S = k = 4. La medida en radianes es R = \pi k / 20 = 4\pi / 20 = \pi / 5 rad.|IA_APROBADA
